REGIAO|NOME_REGIAO|SIGLA_UF|NOME_UF|COD_IBGE|NOME_MUNICIPIO|LAT|LNG|POP_IBGE_2013|CAPITAL|POP_IBGE_2022|Cod_Mesorregiao|Nome_Mesorregiao|Cod_Microrregiao|Nome_Microrregiao
NE|Nordeste|MA|Maranhão|2110856|São Francisco do Brejão|-5.130200787|-47.3911374|11027|0|8837|02|Oeste Maranhense|009|Imperatriz
NE|Nordeste|MA|Maranhão|2110906|São Francisco do Maranhão|-6.252797917|-42.86532173|11955|0|12049|04|Leste Maranhense|018|Chapadas do Alto Itapecuru
NE|Nordeste|MA|Maranhão|2111003|São João Batista|-2.953332912|-44.81176185|20152|0|18559|01|Norte Maranhense|005|Baixada Maranhense
NE|Nordeste|MA|Maranhão|2111029|São João do Carú|-3.560803407|-46.25492548|15599|0|12297|02|Oeste Maranhense|008|Pindaré
NE|Nordeste|MA|Maranhão|2111052|São João do Paraíso|-6.466222286|-47.05061042|10917|0|9622|05|Sul Maranhense|019|Porto Franco
NE|Nordeste|MA|Maranhão|2111078|São João do Soter|-5.115739264|-43.8181818|17809|0|16083|04|Leste Maranhense|017|Caxias
NE|Nordeste|MA|Maranhão|2111102|São João dos Patos|-6.498208152|-43.70291017|25199|0|25452|04|Leste Maranhense|018|Chapadas do Alto Itapecuru
NE|Nordeste|MA|Maranhão|2111201|São José de Ribamar|-2.55585852|-44.05754812|170423|0|269657|01|Norte Maranhense|002|Aglomeração Urbana de São Luís
NE|Nordeste|MA|Maranhão|2111250|São José dos Basílios|-5.048687245|-44.58244652|7507|0|6977|03|Centro Maranhense|012|Presidente Dutra
NE|Nordeste|MA|Maranhão|2111300|São Luís|-2.531885985|-44.29791856|1053922|1|1061374|01|Norte Maranhense|002|Aglomeração Urbana de São Luís
NE|Nordeste|MA|Maranhão|2111409|São Luís Gonzaga do Maranhão|-4.373918491|-44.6627085|19510|0|17870|03|Centro Maranhense|010|Médio Mearim
NE|Nordeste|MA|Maranhão|2111508|São Mateus do Maranhão|-4.03455051|-44.46856281|40095|0|38902|03|Centro Maranhense|010|Médio Mearim
NE|Nordeste|MA|Maranhão|2111532|São Pedro da Água Branca|-5.088910997|-48.42362359|12287|0|14379|02|Oeste Maranhense|009|Imperatriz
NE|Nordeste|MA|Maranhão|2111573|São Pedro dos Crentes|-6.828555641|-46.53258035|4520|0|5764|05|Sul Maranhense|019|Porto Franco
NE|Nordeste|MA|Maranhão|2111607|São Raimundo das Mangabeiras|-7.026962657|-45.48483143|18093|0|18593|05|Sul Maranhense|021|Chapadas das Mangabeiras
NE|Nordeste|MA|Maranhão|2111631|São Raimundo do Doca Bezerra|-5.103181845|-45.08416279|5554|0|5646|03|Centro Maranhense|010|Médio Mearim
NE|Nordeste|MA|Maranhão|2111672|São Roberto|-5.017366882|-44.99190116|6329|0|4548|03|Centro Maranhense|010|Médio Mearim
NE|Nordeste|MA|Maranhão|2111706|São Vicente Ferrer|-2.890731064|-44.88690458|21445|0|19446|01|Norte Maranhense|005|Baixada Maranhense
NE|Nordeste|MA|Maranhão|2111722|Satubinha|-4.035735495|-45.23362958|12959|0|8821|03|Centro Maranhense|010|Médio Mearim
NE|Nordeste|MA|Maranhão|2111748|Senador Alexandre Costa|-5.261076544|-44.05630151|10657|0|10087|03|Centro Maranhense|012|Presidente Dutra
NE|Nordeste|MA|Maranhão|2111763|Senador La Rocque|-5.441832495|-47.28919142|14315|0|14688|02|Oeste Maranhense|009|Imperatriz
NE|Nordeste|MA|Maranhão|2111789|Serrano do Maranhão|-1.852645542|-45.11464085|10693|0|10194|01|Norte Maranhense|001|Litoral Ocidental Maranhense
NE|Nordeste|MA|Maranhão|2111805|Sítio Novo|-5.870629891|-46.69498334|17449|0|16626|03|Centro Maranhense|011|Alto Mearim e Grajaú
NE|Nordeste|MA|Maranhão|2111904|Sucupira do Norte|-6.478284448|-44.18860271|10454|0|10247|04|Leste Maranhense|018|Chapadas do Alto Itapecuru
NE|Nordeste|MA|Maranhão|2111953|Sucupira do Riachão|-6.420108405|-43.54585332|5498|0|4966|04|Leste Maranhense|018|Chapadas do Alto Itapecuru
NE|Nordeste|MA|Maranhão|2112001|Tasso Fragoso|-8.479831018|-45.74412352|8130|0|8891|05|Sul Maranhense|020|Gerais de Balsas
NE|Nordeste|MA|Maranhão|2112100|Timbiras|-4.253840505|-43.93843397|28368|0|26501|04|Leste Maranhense|015|Codó
NE|Nordeste|MA|Maranhão|2112209|Timon|-5.10068111|-42.8337279|161721|0|175044|04|Leste Maranhense|017|Caxias
NE|Nordeste|MA|Maranhão|2112233|Trizidela do Vale|-4.570126857|-44.6106852|19559|0|22438|03|Centro Maranhense|010|Médio Mearim
NE|Nordeste|MA|Maranhão|2112274|Tufilândia|-3.676404118|-45.63391648|5681|0|5502|02|Oeste Maranhense|008|Pindaré
NE|Nordeste|MA|Maranhão|2112308|Tuntum|-5.24965554|-44.64901215|40273|0|34411|03|Centro Maranhense|011|Alto Mearim e Grajaú
NE|Nordeste|MA|Maranhão|2112407|Turiaçu|-1.669022048|-45.36915242|34554|0|37522|02|Oeste Maranhense|007|Gurupi
NE|Nordeste|MA|Maranhão|2112456|Turilândia|-2.228833525|-45.30676531|24190|0|31875|02|Oeste Maranhense|007|Gurupi
NE|Nordeste|MA|Maranhão|2112506|Tutóia|-2.763550197|-42.27684721|55705|0|53346|01|Norte Maranhense|004|Lençóis Maranhenses
NE|Nordeste|MA|Maranhão|2112605|Urbano Santos|-3.2084095|-43.40424847|31335|0|32792|04|Leste Maranhense|014|Chapadinha
NE|Nordeste|MA|Maranhão|2112704|Vargem Grande|-3.541896|-43.91666449|52937|0|48430|01|Norte Maranhense|006|Itapecuru Mirim
NE|Nordeste|MA|Maranhão|2112803|Viana|-3.214562513|-45.0013067|50687|0|51449|01|Norte Maranhense|005|Baixada Maranhense
NE|Nordeste|MA|Maranhão|2112852|Vila Nova dos Martírios|-5.183511519|-48.13892648|12352|0|10138|02|Oeste Maranhense|009|Imperatriz
NE|Nordeste|MA|Maranhão|2112902|Vitória do Mearim|-3.482047365|-44.86957224|31793|0|30478|01|Norte Maranhense|005|Baixada Maranhense
NE|Nordeste|MA|Maranhão|2113009|Vitorino Freire|-4.2911865|-45.24418514|30959|0|30067|02|Oeste Maranhense|008|Pindaré
NE|Nordeste|MA|Maranhão|2114007|Zé Doca|-3.2754805|-45.65769786|49848|0|40786|02|Oeste Maranhense|008|Pindaré
NE|Nordeste|PI|Piauí|2200053|Acauã|-8.220786663|-41.08363782|6890|0|6422|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2200103|Agricolândia|-5.795501935|-42.6591832|5097|0|4962|02|Centro-Norte Piauiense|005|Médio Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2200202|Água Branca|-5.893266338|-42.63513086|16869|0|17642|02|Centro-Norte Piauiense|005|Médio Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2200251|Alagoinha do Piauí|-7.00817528|-40.93463482|7467|0|6819|04|Sudeste Piauiense|014|Pio IX
NE|Nordeste|PI|Piauí|2200277|Alegrete do Piauí|-7.245349466|-40.85786299|5211|0|4571|04|Sudeste Piauiense|014|Pio IX
NE|Nordeste|PI|Piauí|2200301|Alto Longá|-5.250993011|-42.21032196|13923|0|13185|02|Centro-Norte Piauiense|004|Campo Maior
NE|Nordeste|PI|Piauí|2200400|Altos|-5.036546434|-42.46094804|39522|0|46826|02|Centro-Norte Piauiense|003|Teresina
NE|Nordeste|PI|Piauí|2200459|Alvorada do Gurguéia|-8.443959072|-43.86307158|5216|0|5327|03|Sudoeste Piauiense|010|Alto Médio Gurguéia
NE|Nordeste|PI|Piauí|2200509|Amarante|-6.246610772|-42.85369282|17298|0|17194|02|Centro-Norte Piauiense|005|Médio Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2200608|Angical do Piauí|-6.087241692|-42.74386575|6703|0|6827|02|Centro-Norte Piauiense|005|Médio Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2200707|Anísio de Abreu|-9.174918531|-43.03485333|9456|0|9401|03|Sudoeste Piauiense|011|São Raimundo Nonato
NE|Nordeste|PI|Piauí|2200806|Antônio Almeida|-7.219355834|-44.19653532|3090|0|3155|03|Sudoeste Piauiense|008|Bertolínia
NE|Nordeste|PI|Piauí|2200905|Aroazes|-6.112850256|-41.79745334|5784|0|5369|02|Centro-Norte Piauiense|006|Valença do Piauí
NE|Nordeste|PI|Piauí|2200954|Aroeiras do Itaim|-7.278745465|-41.56320442|2459|0|2709|04|Sudeste Piauiense|013|Picos
NE|Nordeste|PI|Piauí|2201002|Arraial|-6.650827027|-42.53656662|4688|0|4519|02|Centro-Norte Piauiense|005|Médio Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2201051|Assunção do Piauí|-5.864914495|-41.05083|7645|0|7467|02|Centro-Norte Piauiense|004|Campo Maior
NE|Nordeste|PI|Piauí|2201101|Avelino Lopes|-10.13474501|-43.94151014|11341|0|10806|03|Sudoeste Piauiense|012|Chapadas do Extremo Sul Piauiense
NE|Nordeste|PI|Piauí|2201150|Baixa Grande do Ribeiro|-7.853351959|-45.21281529|11014|0|13273|03|Sudoeste Piauiense|007|Alto Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2201176|Barra D'Alcântara|-6.518873072|-42.10500208|3886|0|3998|02|Centro-Norte Piauiense|006|Valença do Piauí
NE|Nordeste|PI|Piauí|2201200|Barras|-4.243093354|-42.29533986|45786|0|47909|01|Norte Piauiense|001|Baixo Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2201309|Barreiras do Piauí|-9.921246827|-45.47778771|3278|0|3271|03|Sudoeste Piauiense|010|Alto Médio Gurguéia
NE|Nordeste|PI|Piauí|2201408|Barro Duro|-5.812359708|-42.51337782|6627|0|6641|02|Centro-Norte Piauiense|005|Médio Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2201507|Batalha|-4.020412336|-42.07521873|26215|0|26300|01|Norte Piauiense|001|Baixo Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2201556|Bela Vista do Piauí|-7.97218532|-41.87137964|3882|0|4093|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2201572|Belém do Piauí|-7.370139616|-40.97030219|3413|0|3425|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2201606|Beneditinos|-5.44760286|-42.3706167|10014|0|9803|02|Centro-Norte Piauiense|003|Teresina
NE|Nordeste|PI|Piauí|2201705|Bertolínia|-7.628624763|-43.95438774|5389|0|5579|03|Sudoeste Piauiense|008|Bertolínia
NE|Nordeste|PI|Piauí|2201739|Betânia do Piauí|-8.145665577|-40.79662193|6086|0|6222|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2201770|Boa Hora|-4.409009606|-42.12529574|6516|0|6989|01|Norte Piauiense|001|Baixo Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2201804|Bocaina|-6.954842333|-41.32234068|4425|0|4078|04|Sudeste Piauiense|013|Picos
NE|Nordeste|PI|Piauí|2201903|Bom Jesus|-9.070948984|-44.36052508|23826|0|28857|03|Sudoeste Piauiense|010|Alto Médio Gurguéia
NE|Nordeste|PI|Piauí|2201919|Bom Princípio do Piauí|-3.189858688|-41.64520957|5447|0|5636|01|Norte Piauiense|002|Litoral Piauiense
NE|Nordeste|PI|Piauí|2201929|Bonfim do Piauí|-9.166560539|-42.87966307|5512|0|5918|03|Sudoeste Piauiense|011|São Raimundo Nonato
NE|Nordeste|PI|Piauí|2201945|Boqueirão do Piauí|-4.485819632|-42.10362713|6335|0|6594|02|Centro-Norte Piauiense|004|Campo Maior
NE|Nordeste|PI|Piauí|2201960|Brasileira|-4.137829108|-41.78925964|8116|0|8438|01|Norte Piauiense|001|Baixo Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2201988|Brejo do Piauí|-8.207064766|-42.83030181|3749|0|3899|03|Sudoeste Piauiense|011|São Raimundo Nonato
NE|Nordeste|PI|Piauí|2202000|Buriti dos Lopes|-3.172721335|-41.86990885|19352|0|19545|01|Norte Piauiense|002|Litoral Piauiense
NE|Nordeste|PI|Piauí|2202026|Buriti dos Montes|-5.312066783|-41.10185139|8138|0|7440|02|Centro-Norte Piauiense|004|Campo Maior
NE|Nordeste|PI|Piauí|2202059|Cabeceiras do Piauí|-4.471331294|-42.30831607|10220|0|10001|01|Norte Piauiense|001|Baixo Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2202075|Cajazeiras do Piauí|-6.794184118|-42.39672729|3438|0|3113|04|Sudeste Piauiense|013|Picos
NE|Nordeste|PI|Piauí|2202083|Cajueiro da Praia|-2.929227172|-41.34715036|7375|0|7963|01|Norte Piauiense|002|Litoral Piauiense
NE|Nordeste|PI|Piauí|2202091|Caldeirão Grande do Piauí|-7.331559652|-40.63741891|5742|0|5503|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2202109|Campinas do Piauí|-7.654778128|-41.88074529|5489|0|4948|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2202117|Campo Alegre do Fidalgo|-8.374480381|-41.83201332|4851|0|4605|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2202133|Campo Grande do Piauí|-7.13599312|-41.03120096|5746|0|6011|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2202174|Campo Largo do Piauí|-3.807868939|-42.62604104|7016|0|7422|01|Norte Piauiense|001|Baixo Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2202208|Campo Maior|-4.829113927|-42.1667446|45827|0|45252|02|Centro-Norte Piauiense|004|Campo Maior
NE|Nordeste|PI|Piauí|2202251|Canavieira|-7.69462156|-43.71942803|3920|0|3409|03|Sudoeste Piauiense|009|Floriano
NE|Nordeste|PI|Piauí|2202307|Canto do Buriti|-8.10823192|-42.94402102|20528|0|19355|03|Sudoeste Piauiense|011|São Raimundo Nonato
NE|Nordeste|PI|Piauí|2202406|Capitão de Campos|-4.458559268|-41.94352197|11173|0|11108|02|Centro-Norte Piauiense|004|Campo Maior
NE|Nordeste|PI|Piauí|2202455|Capitão Gervásio Oliveira|-8.496837868|-41.81611631|3975|0|3974|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2202505|Caracol|-9.276765267|-43.33420045|10527|0|10326|03|Sudoeste Piauiense|011|São Raimundo Nonato
NE|Nordeste|PI|Piauí|2202539|Caraúbas do Piauí|-3.478590538|-41.84120813|5676|0|5626|01|Norte Piauiense|002|Litoral Piauiense
NE|Nordeste|PI|Piauí|2202554|Caridade do Piauí|-7.728652388|-40.99033455|4951|0|5040|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2202604|Castelo do Piauí|-5.321543871|-41.54731624|18469|0|19266|02|Centro-Norte Piauiense|004|Campo Maior
NE|Nordeste|PI|Piauí|2202653|Caxingó|-3.426938403|-41.88268376|5213|0|5497|01|Norte Piauiense|002|Litoral Piauiense
NE|Nordeste|PI|Piauí|2202703|Cocal|-3.47045349|-41.55684483|27274|0|28121|01|Norte Piauiense|002|Litoral Piauiense
NE|Nordeste|PI|Piauí|2202711|Cocal de Telha|-4.553815724|-41.97904787|4601|0|4927|02|Centro-Norte Piauiense|004|Campo Maior
NE|Nordeste|PI|Piauí|2202729|Cocal dos Alves|-3.606072591|-41.45541891|5677|0|6362|01|Norte Piauiense|002|Litoral Piauiense
NE|Nordeste|PI|Piauí|2202737|Coivaras|-5.091308351|-42.20731591|3901|0|4110|02|Centro-Norte Piauiense|003|Teresina
NE|Nordeste|PI|Piauí|2202752|Colônia do Gurguéia|-8.187574216|-43.79601716|6238|0|6157|03|Sudoeste Piauiense|008|Bertolínia
NE|Nordeste|PI|Piauí|2202778|Colônia do Piauí|-7.223657564|-42.17711851|7515|0|6991|04|Sudeste Piauiense|013|Picos
NE|Nordeste|PI|Piauí|2202802|Conceição do Canindé|-7.882704154|-41.59663394|4528|0|4943|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2202851|Coronel José Dias|-8.816369411|-42.4703571|4594|0|4243|03|Sudoeste Piauiense|011|São Raimundo Nonato
NE|Nordeste|PI|Piauí|2202901|Corrente|-10.44093604|-45.16331252|25927|0|27419|03|Sudoeste Piauiense|012|Chapadas do Extremo Sul Piauiense
NE|Nordeste|PI|Piauí|2203008|Cristalândia do Piauí|-10.64780375|-45.1860307|8033|0|7369|03|Sudoeste Piauiense|012|Chapadas do Extremo Sul Piauiense
NE|Nordeste|PI|Piauí|2203107|Cristino Castro|-8.820186289|-44.22441475|10164|0|10509|03|Sudoeste Piauiense|010|Alto Médio Gurguéia
NE|Nordeste|PI|Piauí|2203206|Curimatá|-10.03129243|-44.30072223|11030|0|11044|03|Sudoeste Piauiense|012|Chapadas do Extremo Sul Piauiense
NE|Nordeste|PI|Piauí|2203230|Currais|-9.012433839|-44.40300215|4811|0|4832|03|Sudoeste Piauiense|010|Alto Médio Gurguéia
NE|Nordeste|PI|Piauí|2203255|Curralinhos|-5.620453229|-42.83221052|4297|0|4396|02|Centro-Norte Piauiense|003|Teresina
NE|Nordeste|PI|Piauí|2203271|Curral Novo do Piauí|-7.830797188|-40.90106947|5027|0|5073|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2203305|Demerval Lobão|-5.358465466|-42.67422861|13496|0|16359|02|Centro-Norte Piauiense|003|Teresina
NE|Nordeste|PI|Piauí|2203354|Dirceu Arcoverde|-9.335200044|-42.43956996|6818|0|7061|03|Sudoeste Piauiense|011|São Raimundo Nonato
NE|Nordeste|PI|Piauí|2203404|Dom Expedito Lopes|-6.957901843|-41.65238521|6712|0|6315|04|Sudeste Piauiense|013|Picos
NE|Nordeste|PI|Piauí|2203420|Domingos Mourão|-4.253433634|-41.27188145|4292|0|4071|02|Centro-Norte Piauiense|004|Campo Maior
NE|Nordeste|PI|Piauí|2203453|Dom Inocêncio|-9.008074943|-41.97685112|9364|0|9036|03|Sudoeste Piauiense|011|São Raimundo Nonato
NE|Nordeste|PI|Piauí|2203503|Elesbão Veloso|-6.201719461|-42.13814445|14496|0|13574|02|Centro-Norte Piauiense|006|Valença do Piauí
NE|Nordeste|PI|Piauí|2203602|Eliseu Martins|-8.09646229|-43.66481113|4773|0|4377|03|Sudoeste Piauiense|008|Bertolínia
NE|Nordeste|PI|Piauí|2203701|Esperantina|-3.895604531|-42.23536453|38607|0|40968|01|Norte Piauiense|001|Baixo Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2203750|Fartura do Piauí|-9.478606286|-42.7944014|5171|0|5284|03|Sudoeste Piauiense|011|São Raimundo Nonato
NE|Nordeste|PI|Piauí|2203800|Flores do Piauí|-7.791775602|-42.9243058|4396|0|4415|03|Sudoeste Piauiense|009|Floriano
NE|Nordeste|PI|Piauí|2203859|Floresta do Piauí|-7.466795375|-41.80031429|2511|0|2334|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2203909|Floriano|-6.769672434|-43.02064474|58586|0|62593|03|Sudoeste Piauiense|009|Floriano
NE|Nordeste|PI|Piauí|2204006|Francinópolis|-6.395292623|-42.2633661|5270|0|4506|02|Centro-Norte Piauiense|006|Valença do Piauí
NE|Nordeste|PI|Piauí|2204105|Francisco Ayres|-6.623343532|-42.69112784|4392|0|4407|02|Centro-Norte Piauiense|005|Médio Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2204154|Francisco Macedo|-7.327871041|-40.79556735|2984|0|2921|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2204204|Francisco Santos|-6.994171138|-41.13615734|8924|0|8257|04|Sudeste Piauiense|014|Pio IX
NE|Nordeste|PI|Piauí|2204303|Fronteiras|-7.088412533|-40.61723293|11368|0|10293|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2204352|Geminiano|-7.158417626|-41.35757976|5276|0|5447|04|Sudeste Piauiense|013|Picos
NE|Nordeste|PI|Piauí|2204402|Gilbués|-9.834569906|-45.34691998|10504|0|10926|03|Sudoeste Piauiense|010|Alto Médio Gurguéia
NE|Nordeste|PI|Piauí|2204501|Guadalupe|-6.785246909|-43.56692365|10342|0|10305|03|Sudoeste Piauiense|009|Floriano
NE|Nordeste|PI|Piauí|2204550|Guaribas|-9.395111304|-43.68772103|4464|0|4281|03|Sudoeste Piauiense|011|São Raimundo Nonato
NE|Nordeste|PI|Piauí|2204600|Hugo Napoleão|-5.987787891|-42.56256305|3809|0|3526|02|Centro-Norte Piauiense|005|Médio Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2204659|Ilha Grande|-2.854008607|-41.81977318|9136|0|9207|01|Norte Piauiense|002|Litoral Piauiense
NE|Nordeste|PI|Piauí|2204709|Inhuma|-6.667120341|-41.71019406|15017|0|14803|02|Centro-Norte Piauiense|006|Valença do Piauí
NE|Nordeste|PI|Piauí|2204808|Ipiranga do Piauí|-6.826932678|-41.73991413|9534|0|9275|04|Sudeste Piauiense|013|Picos
NE|Nordeste|PI|Piauí|2204907|Isaías Coelho|-7.734310697|-41.67944808|8368|0|7782|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2205003|Itainópolis|-7.451280813|-41.48002531|11302|0|10614|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2205102|Itaueira|-7.608116633|-43.02549651|10806|0|9939|03|Sudoeste Piauiense|009|Floriano
NE|Nordeste|PI|Piauí|2205151|Jacobina do Piauí|-7.936264488|-41.21076205|5710|0|5630|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2205201|Jaicós|-7.353152327|-41.14647481|18501|0|17408|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2205250|Jardim do Mulato|-6.096577595|-42.63395956|4389|0|4178|02|Centro-Norte Piauiense|005|Médio Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2205276|Jatobá do Piauí|-4.773158944|-41.81982222|4743|0|4495|02|Centro-Norte Piauiense|004|Campo Maior
NE|Nordeste|PI|Piauí|2205300|Jerumenha|-7.084632194|-43.50274301|4403|0|4435|03|Sudoeste Piauiense|009|Floriano
NE|Nordeste|PI|Piauí|2205359|João Costa|-8.489125722|-42.41784858|2971|0|2971|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2205409|Joaquim Pires|-3.513103548|-42.1876898|14032|0|13893|01|Norte Piauiense|001|Baixo Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2205458|Joca Marques|-3.488033826|-42.42773708|5253|0|5390|01|Norte Piauiense|001|Baixo Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2205508|José de Freitas|-4.763050639|-42.57837453|38005|0|42575|02|Centro-Norte Piauiense|003|Teresina
NE|Nordeste|PI|Piauí|2205516|Juazeiro do Piauí|-5.161372754|-41.70260076|4828|0|5215|02|Centro-Norte Piauiense|004|Campo Maior
NE|Nordeste|PI|Piauí|2205524|Júlio Borges|-10.32678681|-44.24370063|5479|0|5388|03|Sudoeste Piauiense|012|Chapadas do Extremo Sul Piauiense
NE|Nordeste|PI|Piauí|2205532|Jurema|-9.22202472|-43.13310974|4623|0|4426|03|Sudoeste Piauiense|011|São Raimundo Nonato
NE|Nordeste|PI|Piauí|2205540|Lagoinha do Piauí|-5.836583441|-42.62738373|2741|0|2934|02|Centro-Norte Piauiense|005|Médio Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2205557|Lagoa Alegre|-4.508729749|-42.61674254|8245|0|8263|02|Centro-Norte Piauiense|003|Teresina
NE|Nordeste|PI|Piauí|2205565|Lagoa do Barro do Piauí|-8.482437115|-41.53027541|4568|0|4997|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2205573|Lagoa de São Francisco|-4.392746387|-41.60546869|6566|0|6329|02|Centro-Norte Piauiense|004|Campo Maior
NE|Nordeste|PI|Piauí|2205581|Lagoa do Piauí|-5.41214417|-42.64901321|3948|0|4805|02|Centro-Norte Piauiense|003|Teresina
NE|Nordeste|PI|Piauí|2205599|Lagoa do Sítio|-6.51534763|-41.5823863|4995|0|4529|02|Centro-Norte Piauiense|006|Valença do Piauí
NE|Nordeste|PI|Piauí|2205607|Landri Sales|-7.266599975|-43.93104552|5266|0|5315|03|Sudoeste Piauiense|008|Bertolínia
NE|Nordeste|PI|Piauí|2205706|Luís Correia|-2.881566536|-41.66456723|29252|0|30701|01|Norte Piauiense|002|Litoral Piauiense
NE|Nordeste|PI|Piauí|2205805|Luzilândia|-3.460817635|-42.37163752|25005|0|25382|01|Norte Piauiense|001|Baixo Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2205854|Madeiro|-3.484212005|-42.50514125|8034|0|8046|01|Norte Piauiense|001|Baixo Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2205904|Manoel Emídio|-8.011358674|-43.87547467|5260|0|5212|03|Sudoeste Piauiense|008|Bertolínia
NE|Nordeste|PI|Piauí|2205953|Marcolândia|-7.443556661|-40.66285429|8121|0|8541|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2206001|Marcos Parente|-7.119295377|-43.88831401|4484|0|4729|03|Sudoeste Piauiense|008|Bertolínia
NE|Nordeste|PI|Piauí|2206050|Massapê do Piauí|-7.465482684|-41.12385468|6305|0|5233|04|Sudeste Piauiense|015|Alto Médio Canindé
NE|Nordeste|PI|Piauí|2206100|Matias Olímpio|-3.711027283|-42.5586289|10664|0|10712|01|Norte Piauiense|001|Baixo Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2206209|Miguel Alves|-4.168215582|-42.89316665|32900|0|32151|01|Norte Piauiense|001|Baixo Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2206308|Miguel Leão|-5.68224178|-42.73582953|1244|0|1318|02|Centro-Norte Piauiense|003|Teresina
NE|Nordeste|PI|Piauí|2206357|Milton Brandão|-4.699953478|-41.44795954|6797|0|6543|02|Centro-Norte Piauiense|004|Campo Maior
NE|Nordeste|PI|Piauí|2206407|Monsenhor Gil|-5.551485631|-42.61739892|10411|0|10260|02|Centro-Norte Piauiense|003|Teresina
NE|Nordeste|PI|Piauí|2206506|Monsenhor Hipólito|-7.003502473|-41.0328934|7541|0|7550|04|Sudeste Piauiense|014|Pio IX
NE|Nordeste|PI|Piauí|2206605|Monte Alegre do Piauí|-9.755833668|-45.29574022|10438|0|10683|03|Sudoeste Piauiense|010|Alto Médio Gurguéia
NE|Nordeste|PI|Piauí|2206654|Morro Cabeça no Tempo|-9.719319492|-43.90187437|4082|0|4361|03|Sudoeste Piauiense|012|Chapadas do Extremo Sul Piauiense
NE|Nordeste|PI|Piauí|2206670|Morro do Chapéu do Piauí|-3.742255096|-42.30906339|6622|0|6422|01|Norte Piauiense|001|Baixo Parnaíba Piauiense
NE|Nordeste|PI|Piauí|2206696|Murici dos Portelas|-3.323859785|-42.09676908|8781|0|9841|01|Norte Piauiense|002|Litoral Piauiense
NE|Nordeste|PI|Piauí|2206704|Nazaré do Piauí|-6.967128491|-42.66822723|7300|0|6660|03|Sudoeste Piauiense|009|Floriano
NE|Nordeste|PI|Piauí|2206720|Nazária|-5.346925|-42.81404847|8289|0|10278|02|Centro-Norte Piauiense|003|Teresina
NE|Nordeste|PI|Piauí|2206753|Nossa Senhora de Nazaré|-4.626932092|-42.17930308|4696|0|5195|02|Centro-Norte Piauiense|004|Campo Maior
